DATE,SERIES,OPEN,HIGH,LOW,PREV. CLOSE,LTP,CLOSE,VWAP,52W H,52W L,VOLUME,VALUE,NO. OF  TRADES
20-May-25,EQ,"8,850.00","8,850.00","8,526.50","8,851.00","8,600.00","8,565.00","8,686.75","12,774.00","7,089.35",449936,"3,90,84,82,935.00",64413
19-May-25,EQ,"8,500.00","8,861.50","8,492.00","8,482.50","8,830.00","8,851.00","8,776.13","12,774.00","7,089.35",858221,"7,53,18,62,318.50",79088
16-May-25,EQ,"8,350.00","8,495.00","8,280.00","8,326.00","8,491.00","8,482.50","8,413.65","12,774.00","7,089.35",483122,"4,06,48,19,656.50",54407
15-May-25,EQ,"8,135.00","8,366.00","8,077.00","8,102.50","8,335.00","8,326.00","8,241.18","12,774.00","7,089.35",497959,"4,10,37,68,627.50",85429
14-May-25,EQ,"8,090.00","8,208.00","8,032.00","8,063.00","8,095.50","8,102.50","8,116.62","12,774.00","7,089.35",225717,"1,83,20,59,578.50",35513
13-May-25,EQ,"8,039.50","8,109.00","7,950.00","8,039.50","8,066.50","8,063.00","8,028.45","12,774.00","7,089.35",407395,"3,27,07,50,990.50",57904
12-May-25,EQ,"7,800.00","8,048.50","7,778.00","7,682.50","8,047.00","8,039.50","7,966.31","12,774.00","7,089.35",296774,"2,36,41,93,872.50",40508
09-May-25,EQ,"7,620.00","7,743.50","7,612.00","7,724.50","7,711.50","7,682.50","7,678.94","12,774.00","7,089.35",248982,"1,91,19,17,845.00",47790
08-May-25,EQ,"7,850.50","7,869.50","7,670.00","7,849.00","7,670.50","7,724.50","7,761.57","12,774.00","7,089.35",461725,"3,58,37,10,007.50",70938
07-May-25,EQ,"7,915.50","7,978.00","7,811.50","7,945.50","7,845.00","7,849.00","7,881.46","12,774.00","7,089.35",459640,"3,62,26,32,470.00",55124
06-May-25,EQ,"7,930.00","8,044.00","7,910.00","7,920.50","7,926.50","7,945.50","7,996.40","12,774.00","7,089.35",270568,"2,16,35,68,678.00",39935
05-May-25,EQ,"7,869.50","7,964.50","7,850.00","7,836.50","7,905.00","7,920.50","7,905.66","12,774.00","7,089.35",250175,"1,97,77,97,592.00",36482
02-May-25,EQ,"8,000.00","8,086.00","7,803.00","8,030.00","7,809.00","7,836.50","7,903.49","12,774.00","7,089.35",455898,"3,60,31,86,356.00",74875
30-Apr-25,EQ,"8,060.00","8,077.50","7,977.50","8,078.50","8,015.00","8,030.00","8,014.86","12,774.00","7,089.35",447067,"3,58,31,77,578.50",39138
29-Apr-25,EQ,"8,136.50","8,169.50","8,020.00","8,096.00","8,088.50","8,078.50","8,075.88","12,774.00","7,089.35",228383,"1,84,43,93,203.50",31599
28-Apr-25,EQ,"8,034.00","8,134.50","7,971.00","8,034.00","8,097.50","8,096.00","8,061.90","12,774.00","7,089.35",282481,"2,27,73,34,633.50",30651
25-Apr-25,EQ,"8,225.00","8,259.50","7,965.00","8,201.50","8,010.50","8,034.00","8,059.68","12,774.00","7,089.35",508224,"4,09,61,22,973.00",51578
24-Apr-25,EQ,"8,260.00","8,328.00","8,169.00","8,261.50","8,215.00","8,201.50","8,239.63","12,774.00","7,089.35",322100,"2,65,39,85,823.00",44141
23-Apr-25,EQ,"8,111.00","8,294.50","8,051.00","8,141.00","8,229.00","8,261.50","8,168.07","12,774.00","7,089.35",598686,"4,89,01,08,515.00",59699
22-Apr-25,EQ,"8,186.00","8,186.50","8,075.00","8,247.50","8,135.00","8,141.00","8,122.72","12,774.00","7,089.35",394636,"3,20,55,19,014.50",43964
21-Apr-25,EQ,"8,010.00","8,275.00","7,950.00","8,018.00","8,230.00","8,247.50","8,168.65","12,774.00","7,089.35",285132,"2,32,91,43,461.00",45682
17-Apr-25,EQ,"7,994.00","8,055.00","7,864.50","7,961.50","8,008.00","8,018.00","7,977.88","12,774.00","7,089.35",274331,"2,18,85,79,729.50",53694
16-Apr-25,EQ,"7,999.00","7,999.50","7,864.50","7,995.50","7,947.00","7,961.50","7,918.17","12,774.00","7,089.35",294161,"2,32,92,16,008.00",41575
15-Apr-25,EQ,"8,000.00","8,040.00","7,828.50","7,768.85","7,984.50","7,995.50","7,982.02","12,774.00","7,089.35",387999,"3,09,70,16,579.00",48741
11-Apr-25,EQ,"7,719.50","7,779.95","7,636.35","7,572.30","7,779.00","7,768.85","7,733.03","12,774.00","7,089.35",290737,"2,24,82,77,112.40",43501
09-Apr-25,EQ,"7,525.45","7,631.30","7,460.50","7,498.05","7,576.45","7,572.30","7,561.23","12,774.00","7,089.35",261256,"1,97,54,16,744.60",40615
08-Apr-25,EQ,"7,384.50","7,529.85","7,345.75","7,306.80","7,519.95","7,498.05","7,453.65","12,774.00","7,089.35",259199,"1,93,19,77,455.85",43557
07-Apr-25,EQ,"7,300.00","7,357.55","7,089.35","7,685.10","7,322.05","7,306.80","7,266.61","12,774.00","7,089.35",469629,"3,41,26,12,643.10",72993
04-Apr-25,EQ,"7,880.00","7,889.85","7,652.25","7,912.20","7,699.80","7,685.10","7,714.02","12,774.00","7,301.00",461228,"3,55,79,22,154.90",44664
03-Apr-25,EQ,"7,940.05","7,940.05","7,840.00","8,072.95","7,909.75","7,912.20","7,894.29","12,774.00","7,301.00",470005,"3,71,03,56,492.70",52563
02-Apr-25,EQ,"7,962.00","8,083.80","7,945.00","7,993.05","8,075.00","8,072.95","8,022.26","12,774.00","7,301.00",237191,"1,90,28,08,158.55",33808
01-Apr-25,EQ,"7,631.00","8,048.00","7,631.00","7,878.85","7,975.00","7,993.05","7,958.37","12,774.00","7,301.00",283618,"2,25,71,38,042.40",40125
28-Mar-25,EQ,"7,970.40","8,024.90","7,810.75","7,974.30","7,859.95","7,878.85","7,918.42","12,774.00","7,301.00",392400,"3,10,71,89,465.85",51307
27-Mar-25,EQ,"7,901.00","8,039.10","7,852.25","7,977.10","7,960.00","7,974.30","7,975.97","12,774.00","7,301.00",651971,"5,20,00,98,946.50",70101
26-Mar-25,EQ,"8,014.35","8,047.45","7,910.00","8,006.00","7,969.00","7,977.10","7,983.09","12,774.00","7,301.00",391366,"3,12,43,08,277.50",56441
25-Mar-25,EQ,"8,160.00","8,167.95","7,952.00","8,125.55","7,990.00","8,006.00","8,017.58","12,774.00","7,301.00",824076,"6,60,70,94,831.80",79784
24-Mar-25,EQ,"8,117.80","8,213.95","8,070.00","8,067.85","8,120.00","8,125.55","8,144.27","12,774.00","7,301.00",453508,"3,69,34,89,671.85",47800
21-Mar-25,EQ,"7,969.00","8,151.00","7,938.00","7,920.00","8,080.00","8,067.85","8,069.62","12,774.00","7,301.00",703280,"5,67,52,04,857.20",52058
20-Mar-25,EQ,"7,734.95","7,951.95","7,722.00","7,721.85","7,920.00","7,920.00","7,888.88","12,774.00","7,301.00",606109,"4,78,15,21,116.30",61415
19-Mar-25,EQ,"7,674.00","7,767.65","7,619.25","7,613.40","7,711.25","7,721.85","7,711.63","12,774.00","7,301.00",409356,"3,15,68,00,475.20",43614
18-Mar-25,EQ,"7,523.40","7,642.10","7,512.85","7,486.05","7,625.00","7,613.40","7,579.05","12,774.00","7,301.00",354990,"2,69,04,88,374.50",43762
17-Mar-25,EQ,"7,500.00","7,611.00","7,433.00","7,504.70","7,500.00","7,486.05","7,494.36","12,774.00","7,301.00",286388,"2,14,62,94,065.55",35809
13-Mar-25,EQ,"7,545.25","7,545.25","7,415.00","7,515.05","7,500.05","7,504.70","7,470.94","12,774.00","7,301.00",454776,"3,39,76,06,255.35",56730
12-Mar-25,EQ,"7,499.95","7,569.00","7,429.85","7,499.95","7,504.40","7,515.05","7,509.03","12,774.00","7,301.00",529286,"3,97,44,21,847.00",44311
11-Mar-25,EQ,"7,355.50","7,515.95","7,328.00","7,383.40","7,509.85","7,499.95","7,448.20","12,774.00","7,301.00",412703,"3,07,38,93,790.75",51271
10-Mar-25,EQ,"7,573.00","7,573.00","7,352.00","7,574.75","7,377.00","7,383.40","7,446.39","12,774.00","7,301.00",495241,"3,68,77,59,527.70",53473
